Unnamed: 0,twitter_id,fake_count,true_count,total,fake_ratio,bot_score,timestamp,username
0,199874723,1607,50,1657,0.9698249849124924,0.33,"Thu, 01 Jun 2023 01:20:35 GMT",amandasome
1,2471499625,3343,63,3406,0.9815032295948326,0.51,"Fri, 28 Apr 2023 14:53:21 GMT",AMNAYzh
2,785523426119213056,62,0,62,1.0,0.83,"Sun, 30 Dec 2018 12:15:46 GMT",EternityMG_
3,2530389144,10653,164,10817,0.9848386798557826,0.64,"Thu, 11 Aug 2022 20:14:18 GMT",WismaBeritaCom
4,3157125579,642,11,653,0.9831546707503828,0.96,"Sun, 23 Aug 2020 00:52:32 GMT",agbota3
5,710401157206810624,307,7,314,0.9777070063694268,0.66,"Sun, 31 May 2020 12:04:33 GMT",londonerkenneth
6,909386104561963008,462,121,583,0.7924528301886793,0.88,"Fri, 27 Jul 2018 00:08:27 GMT",_hollywoodpoint
7,20587567,2388,47,2435,0.9806981519507186,0.59,"Wed, 17 Oct 2018 01:27:06 GMT",christianebuddy
8,839728591143231488,1754,39,1793,0.9782487451199108,0.9,"Mon, 04 Mar 2019 21:30:14 GMT",JerryChandler54
9,4889543384,1691,36,1727,0.979154603358425,0.76,"Sun, 03 Mar 2019 02:48:38 GMT",seanholloway311
10,844956696871026688,1581,34,1615,0.9789473684210528,0.92,"Sun, 03 Mar 2019 02:51:28 GMT",JoshCrawford01
11,4874979999,1528,34,1562,0.9782330345710628,0.64,"Sat, 02 Mar 2019 14:47:27 GMT",codyklein611142
12,839505781942800384,1601,34,1635,0.9792048929663608,0.86,"Sun, 03 Mar 2019 02:51:12 GMT",Gabriel50841278
13,839815575538827264,1670,39,1709,0.9771796372147454,0.83,"Sun, 03 Mar 2019 13:59:02 GMT",NathanR89425336
14,839355885616939010,1732,38,1770,0.9785310734463276,0.95,"Sun, 03 Mar 2019 02:54:30 GMT",ArnoldOwens10
15,844973417447112704,1571,34,1605,0.9788161993769472,0.9,"Sun, 03 Mar 2019 02:48:23 GMT",Reynolds7Rodney
16,839519945180524544,1600,34,1634,0.9791921664626684,0.91,"Sun, 03 Mar 2019 14:59:03 GMT",HowardKaufman33
17,846648532274601984,1525,34,1559,0.9781911481719052,0.85,"Sat, 02 Mar 2019 02:41:25 GMT",JessieBoyer227
18,845110951737098240,1748,30,1778,0.983127109111361,0.87,"Tue, 05 Mar 2019 15:43:00 GMT",TonyMclean52160
19,839743041384538112,1756,39,1795,0.9782729805013928,0.85,"Sun, 03 Mar 2019 02:51:15 GMT",JesusGreen462
20,844951679921537024,1598,34,1632,0.9791666666666666,0.93,"Sun, 03 Mar 2019 09:06:38 GMT",Blackburn1Floyd
21,709139627114889218,1605,34,1639,0.979255643685174,0.83,"Sat, 02 Mar 2019 02:42:10 GMT",davenorton84171
22,4925771488,1579,34,1613,0.9789212647241166,0.83,"Mon, 14 Jan 2019 03:25:28 GMT",christi18066779
23,840524255024492544,1798,41,1839,0.977705274605764,0.82,"Mon, 04 Mar 2019 12:53:00 GMT",ClaudeNewman153
24,844978796339986433,1768,40,1808,0.9778761061946902,0.91,"Sun, 03 Mar 2019 13:51:01 GMT",RyanMedina462
25,4889604194,1768,43,1811,0.9762562120375484,0.83,"Mon, 04 Mar 2019 13:29:00 GMT",BarrWarren
26,839772590252048384,1756,38,1794,0.9788182831661092,0.88,"Sun, 03 Mar 2019 02:51:10 GMT",JimMiller54170u
27,844986870144483328,1568,34,1602,0.978776529338327,0.94,"Sun, 03 Mar 2019 02:51:29 GMT",ToddRobertson33
28,839708192179437568,1506,24,1530,0.984313725490196,0.85,"Tue, 05 Mar 2019 07:38:00 GMT",JeremyPittman26
29,713385903461367809,1676,34,1710,0.9801169590643276,0.76,"Sun, 03 Mar 2019 14:57:18 GMT",marionbentley21
30,713061197411692544,1495,24,1519,0.9842001316655694,0.89,"Sun, 03 Mar 2019 02:50:58 GMT",RyanCalderon039
31,846639835246817280,1666,28,1694,0.9834710743801652,0.94,"Sun, 03 Mar 2019 02:54:24 GMT",EddieFrye440
32,839789279916126209,1579,34,1613,0.9789212647241166,0.86,"Sun, 03 Mar 2019 02:49:13 GMT",MelvinC6100
33,844923340909428736,1508,24,1532,0.9843342036553524,0.93,"Sun, 03 Mar 2019 02:48:34 GMT",CodyValentine90
34,844966877075927040,1775,39,1814,0.9785005512679162,0.77,"Tue, 05 Mar 2019 08:06:01 GMT",RayCraig80620
35,1082727457,1545,33,1578,0.9790874524714828,0.56,"Mon, 05 Jul 2021 16:43:13 GMT",thejobsalertcom
36,23113271,806,23,829,0.9722557297949336,0.4,"Thu, 01 Jun 2023 05:43:07 GMT",marcosarellano
37,25887466,8,1,9,0.8888888888888888,0.22,"Sun, 18 Nov 2018 17:00:55 GMT",LuxuryLinx
38,12870772,5,0,5,1.0,0.03,"Thu, 01 Jun 2023 11:20:00 GMT",birmingham_live
39,600811002,2062,33,2095,0.9842482100238664,0.25,"Fri, 12 May 2023 07:45:09 GMT",FlashMyBuckle
40,4631439554,789,21,810,0.974074074074074,0.12,"Thu, 04 May 2023 02:10:08 GMT",GomezbraSelena
41,331528797,904,23,927,0.9751887810140236,0.83,"Tue, 16 May 2023 01:30:40 GMT",CelebrityNewsCo
42,18125878,1,0,1,1.0,0.04,"Wed, 14 Apr 2021 15:58:39 GMT",patricktoneill
43,3192296485,544,5,549,0.9908925318761383,0.21,"Thu, 01 Jun 2023 15:46:31 GMT",maezima21231
44,869558904837070848,15,22,37,0.4054054054054054,0.32,"Fri, 08 Apr 2022 11:13:23 GMT",Seanzilla1979
45,1053635538,6,3,9,0.6666666666666666,0.32,"Mon, 06 Feb 2023 01:35:22 GMT",UnfilteredKathy
46,705108363386945536,238,6,244,0.9754098360655736,0.59,"Tue, 05 Mar 2019 00:45:04 GMT",Brewer48Charles
47,939720110138277888,772,35,807,0.9566294919454772,0.8,"Tue, 30 Oct 2018 01:08:18 GMT",moviemagic_in
48,100779526,459,3,462,0.9935064935064936,0.36,"Thu, 01 Jun 2023 03:23:02 GMT",JodyField
49,10409622,2146,39,2185,0.9821510297482836,0.65,"Thu, 01 Jun 2023 01:58:13 GMT",thedextazlab
50,742463336277774337,1,0,1,1.0,0.79,"Fri, 29 Jun 2018 12:00:34 GMT",asma_tricks212
51,2858595360,2401,64,2465,0.9740365111561866,0.81,"Tue, 23 May 2023 07:59:20 GMT",_teen_problem
52,956530156859994112,354,4,358,0.988826815642458,0.86,"Mon, 30 Apr 2018 05:26:04 GMT",HashVirals
53,132568067,1,0,1,1.0,0.17,"Tue, 10 Aug 2021 17:47:44 GMT",DivaScribe
54,25482342,938,13,951,0.9863301787592008,0.37,"Wed, 05 Feb 2020 01:29:03 GMT",arcagility
55,3351662631,339,5,344,0.9854651162790696,0.17,"Fri, 31 Dec 2021 10:45:57 GMT",mallmyriadstore
56,277600246,270,97,367,0.7356948228882834,0.26,"Thu, 01 Jun 2023 02:45:34 GMT",GossipBucket
57,259698028,34,0,34,1.0,0.13,"Thu, 01 Jun 2023 12:26:01 GMT",Daniboy_CFC
58,969596145113681920,74,88,162,0.4567901234567901,0.71,"Fri, 08 Jun 2018 04:24:17 GMT",news_allee
59,2355797043,1244,24,1268,0.9810725552050472,0.81,"Fri, 16 Apr 2021 22:02:31 GMT",BOJTVLIVE
60,2706663786,451,50,501,0.9001996007984032,0.61,"Sat, 14 Sep 2019 14:51:23 GMT",sastrod8
61,911558470440275968,267,1,268,0.996268656716418,0.81,"Tue, 29 May 2018 06:10:05 GMT",trendingviral17
62,2883841,918,21,939,0.977635782747604,0.03,"Thu, 01 Jun 2023 00:20:10 GMT",enews
63,42639323,839,16,855,0.9812865497076024,0.41,"Tue, 16 May 2023 05:12:23 GMT",DeShaunsMrk
64,3070717157,154,0,154,1.0,0.12,"Mon, 16 Aug 2021 23:58:19 GMT",danchevranic
65,874188171357147136,117,5,122,0.9590163934426228,0.78,"Mon, 23 Aug 2021 09:53:08 GMT",next_divas
66,898120356266946560,99,0,99,1.0,0.33,"Mon, 03 Sep 2018 00:36:04 GMT",famousmagacom
67,172613459,2,3,5,0.4,0.79,"Thu, 09 Jan 2020 14:43:32 GMT",SeinfeldNews
68,877290912929468417,19,0,19,1.0,0.29,"Sun, 10 Jun 2018 02:35:29 GMT",InCaregivers
69,878066477181673472,22,0,22,1.0,0.37,"Sun, 18 Aug 2019 07:33:12 GMT",CyberProsCanada
70,3291303272,118,1,119,0.9915966386554622,0.03,"Tue, 16 Nov 2021 23:00:08 GMT",KartiaVelino
71,949576415019700224,71,1,72,0.9861111111111112,0.73,"Thu, 04 Jun 2020 00:15:22 GMT",FanhostLive
72,410717872,60,0,60,1.0,0.77,"Wed, 31 May 2023 00:50:03 GMT",Verdie_Newitt
73,896037930040311808,392,49,441,0.8888888888888888,0.65166664,"Tue, 18 Sep 2018 07:01:56 GMT",pamelamontes55
74,41377790,1,0,1,1.0,0.08,"Thu, 18 May 2023 16:38:36 GMT",Wiweck
75,910796942,61,3,64,0.953125,0.45,"Sat, 23 Nov 2019 11:07:33 GMT",Celebwatchjason
76,49404200,697,15,712,0.9789325842696628,0.71,"Thu, 25 Aug 2022 07:21:57 GMT",medicinehelp
77,138526255,5,0,5,1.0,0.34,"Wed, 16 Sep 2020 04:47:21 GMT",Primal_Digest
78,406238243,744,16,760,0.9789473684210528,0.78,"Fri, 17 Jul 2020 07:08:28 GMT",LeonidKotlyar
79,2341352690,439,4,443,0.9909706546275396,0.56,"Thu, 02 May 2019 07:16:32 GMT",guzenko_ala
